Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF03582,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-m22-1,mir-m22-1 microRNA precursor family,Gene; miRNA;
RF03610,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-H7,mir-H7 microRNA precursor family,Gene; miRNA;
RF03726,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-m21-1,mir-m21-1 microRNA precursor family,Gene; miRNA;
RF03733,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-BART14,mir-BART14 microRNA precursor family,Gene; miRNA;
RF03812,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-BART19,mir-BART19 microRNA precursor family,Gene; miRNA;
RF03819,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-Ro6-3,mir-Ro6-3 microRNA precursor family,Gene; miRNA;
RF03832,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-H4,mir-H4 microRNA precursor family,Gene; miRNA;
RF03864,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-BART9,mir-BART9 microRNA precursor family,Gene; miRNA;
RF03868,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-H2,mir-H2 microRNA precursor family,Gene; miRNA;
RF03878,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-B6,mir-B6 microRNA precursor family,Gene; miRNA;
RF03890,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-B8,mir-B8 microRNA precursor family,Gene; miRNA;
RF03901,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-BART18,mir-BART18 microRNA precursor family,Gene; miRNA;
RF03910,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-H5,mir-H5 microRNA precursor family,Gene; miRNA;
RF03914,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-BART21,mir-BART21 microRNA precursor family,Gene; miRNA;
RF03934,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-m107-1,mir-m107-1 microRNA precursor family,Gene; miRNA;
RF03964,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-H1,mir-H1 microRNA precursor family,Gene; miRNA;
RF04076,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (93.33%)",mir-H11,mir-H11 microRNA precursor family,Gene; miRNA;
RF04279,Viruses+Herpesviridae,"Viruses (100.00%), Viruses:Herpesviridae (100.00%)","Viruses (100.00%), Viruses:Herpesviridae (100.00%)",mir-H20,mir-H20 microRNA precursor family,Gene; miRNA;
