Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00236,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (95.24%), Bacteria:Actinobacteria (61.90%), Eukaryota (4.76%), Eukaryota:Fungi (4.76%)",ctRNA_pGA1,ctRNA,Gene; antisense;
RF00379,Bacteria,"Bacteria (99.06%), Bacteria:Firmicutes (71.70%), Bacteria:Actinobacteria (22.64%), Bacteria:Proteobacteria (3.77%), unclassified sequences (0.94%)","Bacteria (99.88%), Bacteria:Actinobacteria (36.01%), Bacteria:Firmicutes (16.73%), Bacteria:Cyanobacteria (1.67%), Bacteria:Proteobacteria (0.30%), Eukaryota (0.12%), Eukaryota:Viridiplantae (0.07%), Eukaryota:Metazoa (0.04%), Bacteria:Bacteroidetes (0.01%), Eukaryota:Fungi (0.01%)",c-di-AMP,c-di-AMP riboswitch aptamer (ydaO/yuaA leader),Cis-reg; riboswitch;
RF00380,Bacteria,"Bacteria (97.48%), Bacteria:Firmicutes (63.52%), Bacteria:Actinobacteria (15.72%), Bacteria:Proteobacteria (14.47%), unclassified sequences (1.89%), Other (0.63%)","Bacteria (99.22%), Bacteria:Firmicutes (41.30%), Bacteria:Actinobacteria (20.35%), Bacteria:Proteobacteria (4.52%), Eukaryota (0.70%), Eukaryota:Metazoa (0.61%), Bacteria:Bacteroidetes (0.17%), Archaea (0.09%), Archaea:Euryarchaeota (0.09%), Eukaryota:Fungi (0.09%)",Magnesium,M-box riboswitch aptamer (ykoK leader),Cis-reg; riboswitch;
RF00504,Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (43.18%), Bacteria:Firmicutes (31.82%), Bacteria:Actinobacteria (25.00%)","Bacteria (99.26%), Bacteria:Proteobacteria (20.92%), Bacteria:Actinobacteria (20.57%), Bacteria:Firmicutes (13.83%), Eukaryota (0.73%), Eukaryota:Metazoa (0.35%), Eukaryota:Viridiplantae (0.15%), Eukaryota:Fungi (0.13%), Eukaryota:Alveolata (0.08%), Bacteria:Bacteroidetes (0.02%), Viruses (0.01%)",Glycine,Glycine riboswitch aptamer,Cis-reg; riboswitch;
RF00634,Actinobacteria+Bacteria/Bacteria,"Bacteria (95.00%), Bacteria:Actinobacteria (92.50%), unclassified sequences (5.00%), Bacteria:Proteobacteria (2.50%)","Bacteria (99.79%), Bacteria:Actinobacteria (59.10%), Eukaryota (0.21%), Eukaryota:Metazoa (0.13%), Bacteria:Proteobacteria (0.08%), Eukaryota:Viridiplantae (0.04%), Eukaryota:Alveolata (0.04%)",SAM-IV,SAM (S-adenosyl methionine) riboswitch aptamer,Cis-reg; riboswitch;
RF01057,Bacteria+Proteobacteria/Bacteria,"Bacteria (78.85%), Bacteria:Proteobacteria (78.85%), unclassified sequences (21.15%)","Bacteria (98.32%), Bacteria:Proteobacteria (46.54%), Bacteria:Actinobacteria (5.97%), Eukaryota (1.68%), Eukaryota:Metazoa (0.66%), Eukaryota:Fungi (0.44%), Eukaryota:Viridiplantae (0.44%), Bacteria:Firmicutes (0.07%), Eukaryota:Alveolata (0.07%)",SAH,SAH (S-adenosyl-L-homocysteine) riboswitch aptamer,Cis-reg; riboswitch;
RF01066,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (99.63%), Bacteria:Actinobacteria (63.78%), Eukaryota (0.37%), Eukaryota:Metazoa (0.37%), Bacteria:Proteobacteria (0.12%)",6C,6C RNA,Cis-reg;
RF01325,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (50.00%)",CRISPR-DR12,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01333,Actinobacteria+Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)",CRISPR-DR20,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01340,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (99.82%), Bacteria:Actinobacteria (46.76%), Eukaryota (0.18%), Eukaryota:Metazoa (0.18%)",CRISPR-DR29,CRISPR RNA direct repeat element,Gene; CRISPR;
RF01482,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (31.56%), Bacteria:Firmicutes (20.62%), Bacteria:Proteobacteria (5.94%), Bacteria:Bacteroidetes (0.94%)",AdoCbl,AdoCbl (Cobalamin/B12) riboswitch aptamer,Cis-reg; riboswitch;
RF01497,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (96.56%), Bacteria:Proteobacteria (40.22%), Bacteria:Actinobacteria (19.97%), Eukaryota (2.51%), Eukaryota:Metazoa (0.98%), Viruses (0.93%), Eukaryota:Viridiplantae (0.79%), Eukaryota:Fungi (0.37%), Eukaryota:Alveolata (0.33%)",ALIL,ALIL pseudoknot,Cis-reg;
RF01528,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (90.91%), Bacteria:Proteobacteria (54.55%), Eukaryota (9.09%), Bacteria:Actinobacteria (9.09%), Eukaryota:Metazoa (9.09%)",CC3513,caulobacter sRNA CC3513,Gene; sRNA;
RF01688,Actinobacteria+Bacteria/Bacteria,"unclassified sequences (62.34%), Bacteria (37.66%), Bacteria:Actinobacteria (37.66%)","Bacteria (99.40%), Bacteria:Actinobacteria (57.89%), Eukaryota (0.60%), Eukaryota:Metazoa (0.30%), Eukaryota:Viridiplantae (0.15%), Eukaryota:Alveolata (0.15%)",Actino-pnp,Actino-pnp RNA,Cis-reg;
RF01700,Bacteria/Mixed,"unclassified sequences (66.67%), Bacteria (33.33%), Bacteria:Actinobacteria (16.67%)","Bacteria (57.14%), Bacteria:Actinobacteria (47.62%), Eukaryota (42.86%), Eukaryota:Viridiplantae (28.57%), Eukaryota:Metazoa (14.29%)",Collinsella-1,Collinsella-1 RNA,Gene; sRNA;
RF01734,Mixed/Bacteria,"Bacteria (79.24%), Bacteria:Proteobacteria (39.10%), Bacteria:Firmicutes (25.61%), unclassified sequences (11.76%), Archaea (8.65%), Archaea:Euryarchaeota (7.96%), Bacteria:Actinobacteria (3.81%), Bacteria:Cyanobacteria (2.08%), Bacteria:Bacteroidetes (1.73%), Archaea:Crenarchaeota (0.69%), Other (0.35%)","Bacteria (94.89%), Bacteria:Firmicutes (20.14%), Bacteria:Proteobacteria (18.72%), Bacteria:Actinobacteria (5.32%), Bacteria:Bacteroidetes (5.19%), Archaea (3.60%), Archaea:Euryarchaeota (2.68%), Eukaryota (1.47%), Bacteria:Cyanobacteria (1.21%), Eukaryota:Viridiplantae (0.63%), Eukaryota:Metazoa (0.59%), Archaea:Crenarchaeota (0.34%), Eukaryota:Fungi (0.21%), Archaea:Thaumarchaeota (0.08%), Viruses (0.04%), Eukaryota:Alveolata (0.04%)",Fluoride,Fluoride riboswitch aptamer (crcB RNA motif),Cis-reg; riboswitch;
RF01746,Actinobacteria+Bacteria/Mixed,"Bacteria (55.56%), Bacteria:Actinobacteria (55.56%), unclassified sequences (44.44%)","Bacteria (89.08%), Bacteria:Actinobacteria (56.33%), Eukaryota (10.92%), Eukaryota:Metazoa (9.76%), Eukaryota:Viridiplantae (0.70%), Eukaryota:Alveolata (0.35%), Eukaryota:Fungi (0.12%)",mraW,mraW RNA,Cis-reg;
RF01747,Actinobacteria+Bacteria/Bacteria,"unclassified sequences (81.67%), Bacteria (18.33%), Bacteria:Actinobacteria (18.33%)","Bacteria (99.71%), Bacteria:Actinobacteria (56.33%), Eukaryota (0.29%), Eukaryota:Viridiplantae (0.14%), Eukaryota:Metazoa (0.14%)",msiK,msiK RNA,Cis-reg;
RF01750,Bacteria,"Bacteria (54.59%), unclassified sequences (44.32%), Bacteria:Proteobacteria (26.49%), Bacteria:Firmicutes (17.30%), Bacteria:Actinobacteria (9.19%), Other (1.08%)","Bacteria (99.79%), Bacteria:Actinobacteria (27.99%), Bacteria:Firmicutes (18.44%), Bacteria:Proteobacteria (7.57%), Eukaryota (0.21%), Eukaryota:Viridiplantae (0.12%), Bacteria:Bacteroidetes (0.06%), Eukaryota:Metazoa (0.06%), Eukaryota:Fungi (0.03%)",ZMP-ZTP,ZMP/ZTP riboswitch aptamer (pfl RNA motif),Cis-reg; riboswitch;
RF01757,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (82.61%), Bacteria:Proteobacteria (39.13%), Eukaryota (17.39%), Eukaryota:Viridiplantae (13.04%), Bacteria:Actinobacteria (8.70%), Eukaryota:Metazoa (4.35%)",sbcD,sbcD RNA,Gene; sRNA;
RF01763,Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (73.17%), Bacteria:Proteobacteria (21.95%)","Bacteria (99.69%), Bacteria:Actinobacteria (54.33%), Bacteria:Proteobacteria (2.16%), Eukaryota (0.31%), Eukaryota:Metazoa (0.15%), Eukaryota:Viridiplantae (0.08%), Eukaryota:Alveolata (0.08%)",Guanidine-III,Guanidine-III riboswitch aptamer (yKKC-III),Cis-reg; riboswitch;
RF01764,Bacteria+Firmicutes/Bacteria,"Bacteria (100.00%), Bacteria:Firmicutes (98.39%)","Bacteria (99.57%), Bacteria:Firmicutes (53.26%), Bacteria:Actinobacteria (6.52%), Viruses (0.43%), Bacteria:Proteobacteria (0.22%), Bacteria:Bacteroidetes (0.22%)",azaaromatic,azaaromatic riboswitch aptamer (yjdF RNA),Cis-reg; riboswitch;
RF01779,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (80.00%)",AS1726,AS1726 sRNA,Gene;
RF01780,Actinobacteria+Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (92.31%)",AS1890,AS1890 sRNA,Gene;
RF01781,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (99.83%), Bacteria:Actinobacteria (64.93%), Archaea (0.08%), Eukaryota (0.08%), Archaea:Euryarchaeota (0.08%), Eukaryota:Fungi (0.08%)",ASdes,ASdes TB sRNA,Gene; sRNA;
RF01782,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (98.70%), Bacteria:Proteobacteria (1.30%)","Bacteria (99.93%), Bacteria:Actinobacteria (62.57%), Bacteria:Proteobacteria (0.18%), Eukaryota (0.07%), Eukaryota:Viridiplantae (0.07%)",ASpks,ASpks TB sRNA,Gene; antisense;
RF01783,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (80.00%)",b55,Mycobacterium B11,Gene; sRNA;
RF01791,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (96.85%), Bacteria:Actinobacteria (69.72%), Eukaryota (3.15%), Eukaryota:Metazoa (1.89%), Eukaryota:Viridiplantae (0.63%)",F6,F6 TB sRNA,Gene; sRNA;
RF01798,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (80.00%)",g2,G2,Gene;
RF01852,Mixed,"Bacteria (68.81%), Bacteria:Proteobacteria (48.62%), Eukaryota (29.36%), Eukaryota:Metazoa (25.69%), Bacteria:Firmicutes (11.93%), Bacteria:Actinobacteria (4.59%), Archaea (1.83%), Archaea:Euryarchaeota (1.83%), Eukaryota:Viridiplantae (0.92%)","Bacteria (55.11%), Eukaryota (44.32%), Eukaryota:Metazoa (33.00%), Bacteria:Proteobacteria (11.94%), Bacteria:Actinobacteria (9.02%), Bacteria:Firmicutes (8.46%), Eukaryota:Alveolata (5.01%), Eukaryota:Viridiplantae (1.41%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Fungi (0.42%), Viruses (0.40%), Eukaryota:Amoebozoa (0.19%), Archaea (0.16%), Archaea:Euryarchaeota (0.12%), Bacteria:Bacteroidetes (0.12%), Bacteria:Cyanobacteria (0.02%)",tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01999,Bacteria,"Bacteria (71.53%), Bacteria:Proteobacteria (43.75%), unclassified sequences (26.39%), Bacteria:Bacteroidetes (13.19%), Bacteria:Firmicutes (6.94%), Archaea (2.08%), Archaea:Euryarchaeota (2.08%), Bacteria:Actinobacteria (1.39%)","Bacteria (91.82%), Bacteria:Proteobacteria (14.48%), Bacteria:Actinobacteria (11.17%), Bacteria:Bacteroidetes (10.15%), Bacteria:Firmicutes (7.71%), Eukaryota (7.55%), Eukaryota:Metazoa (6.69%), Eukaryota:Fungi (0.63%), Archaea (0.47%), Archaea:Euryarchaeota (0.47%), Bacteria:Cyanobacteria (0.24%), Other (0.16%), Eukaryota:Viridiplantae (0.16%), Eukaryota:Alveolata (0.08%)",group-II-D1D4-2,Group II catalytic intron D1-D4-2,Intron;
RF02003,Bacteria,"Bacteria (71.11%), unclassified sequences (28.89%), Bacteria:Firmicutes (26.67%), Bacteria:Proteobacteria (24.44%), Bacteria:Actinobacteria (14.44%)","Bacteria (94.44%), Bacteria:Firmicutes (19.10%), Bacteria:Proteobacteria (12.85%), Bacteria:Actinobacteria (11.34%), Eukaryota (4.17%), Eukaryota:Metazoa (3.47%), Archaea (1.27%), Archaea:Euryarchaeota (1.16%), Bacteria:Bacteroidetes (0.46%), Eukaryota:Fungi (0.35%), Eukaryota:Viridiplantae (0.23%), Viruses (0.12%)",group-II-D1D4-4,Group II catalytic intron D1-D4-4,Intron;
RF02237,Bacteria+Proteobacteria/Bacteria,"Bacteria (100.00%), Bacteria:Proteobacteria (100.00%)","Bacteria (100.00%), Bacteria:Proteobacteria (66.67%), Bacteria:Actinobacteria (33.33%)",asX3,Xanthomonas sRNA asX3,Gene; sRNA;
RF02341,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (75.61%)",ncrMT1302,Mycobacterium sRNA ncrMT1302,Gene; sRNA;
RF02463,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (98.75%), Bacteria:Actinobacteria (80.00%), Eukaryota (1.25%), Eukaryota:Metazoa (1.25%)",Ms_AS-1,Mycobacterium sRNA Ms_AS-1,Gene; sRNA;
RF02464,Actinobacteria+Bacteria/Bacteria,"Bacteria (77.78%), Bacteria:Actinobacteria (77.78%), unclassified sequences (22.22%)","Bacteria (100.00%), Bacteria:Actinobacteria (67.62%)",Ms_AS-4,Actinobacteria sRNA Ms_AS-4,Gene; sRNA;
RF02465,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (83.61%)",Ms_AS-5,Mycobacterium sRNA Ms_AS-5,Gene; sRNA;
RF02466,Actinobacteria+Bacteria/Bacteria,"Bacteria (80.00%), Bacteria:Actinobacteria (80.00%), unclassified sequences (20.00%)","Bacteria (99.00%), Bacteria:Actinobacteria (89.00%), Viruses (1.00%)",Ms_AS-8,Actinobacteria sRNA Ms_AS-8,Gene; sRNA;
RF02467,Actinobacteria+Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (92.59%)",Ms_IGR-2,Mycobacterium sRNA Ms_IGR-2,Gene; sRNA;
RF02468,Actinobacteria+Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)",Ms_IGR-4,Mycobacterium sRNA Ms_IGR-4,Gene; sRNA;
RF02469,Actinobacteria+Bacteria/Bacteria,"Bacteria (92.86%), Bacteria:Actinobacteria (92.86%), unclassified sequences (7.14%)","Bacteria (95.10%), Bacteria:Actinobacteria (53.94%), Eukaryota (4.90%), Eukaryota:Metazoa (4.90%)",Ms_IGR-7,Actinobacteria sRNA Ms_IGR-7,Gene; sRNA;
RF02470,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (100.00%), Bacteria:Actinobacteria (88.89%)",Ms_IGR-8,Mycobacterium sRNA Ms_IGR-8,Gene; sRNA;
RF02471,Actinobacteria+Bacteria/Bacteria,"Bacteria (100.00%), Bacteria:Actinobacteria (100.00%)","Bacteria (99.75%), Bacteria:Actinobacteria (58.11%), Eukaryota (0.25%), Eukaryota:Fungi (0.08%), Eukaryota:Viridiplantae (0.08%), Eukaryota:Metazoa (0.08%)",Ms_IGR-5,Actinobacteria sRNA Ms_IGR-5,Gene; sRNA;
RF02514,Bacteria+Proteobacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (92.31%), Bacteria:Cyanobacteria (7.69%)","Bacteria (71.58%), Eukaryota (27.72%), Eukaryota:Fungi (21.21%), Bacteria:Proteobacteria (20.30%), Bacteria:Actinobacteria (11.43%), Eukaryota:Viridiplantae (4.11%), Bacteria:Firmicutes (3.91%), Bacteria:Cyanobacteria (1.97%), Bacteria:Bacteroidetes (1.31%), Eukaryota:Metazoa (0.81%), Archaea (0.69%), Eukaryota:Stramenopiles (0.54%), Archaea:Euryarchaeota (0.48%), Eukaryota:Alveolata (0.10%), Archaea:Crenarchaeota (0.06%), Archaea:Thaumarchaeota (0.04%), Viruses (0.02%), Eukaryota:Amoebozoa (0.02%)",5_ureB_sRNA,5' ureB small RNA,Gene; sRNA;
RF02541,Bacteria/Mixed,"Bacteria (100.00%), Bacteria:Proteobacteria (13.73%), Bacteria:Firmicutes (12.75%), Bacteria:Actinobacteria (3.92%), Bacteria:Bacteroidetes (3.92%), Bacteria:Cyanobacteria (0.98%)","Eukaryota (52.34%), Bacteria (47.63%), Eukaryota:Viridiplantae (32.96%), Eukaryota:Metazoa (14.17%), Bacteria:Proteobacteria (9.25%), Bacteria:Firmicutes (8.98%), Bacteria:Actinobacteria (6.05%), Eukaryota:Fungi (2.80%), Bacteria:Bacteroidetes (2.09%), Eukaryota:Stramenopiles (1.08%), Eukaryota:Alveolata (0.74%), Bacteria:Cyanobacteria (0.47%), Archaea (0.03%), Archaea:Euryarchaeota (0.02%), Viruses (0.01%), Archaea:Crenarchaeota (0.01%)",LSU_rRNA_bacteria,Bacterial large subunit ribosomal RNA,Gene; rRNA;
