Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00069,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (71.43%), Eukaryota:Fungi (14.29%), Eukaryota:Viridiplantae (14.29%)","Eukaryota (99.96%), Eukaryota:Metazoa (59.06%), Eukaryota:Viridiplantae (31.38%), Eukaryota:Fungi (5.84%), Eukaryota:Stramenopiles (0.84%), Eukaryota:Alveolata (0.81%), Eukaryota:Amoebozoa (0.14%), Archaea (0.04%), Archaea:Euryarchaeota (0.04%)",SNORD24,Small nucleolar RNA SNORD24,Gene; snRNA; snoRNA; CD-box;
RF00070,Eukaryota/Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (70.00%), Eukaryota:Viridiplantae (30.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (92.63%), Eukaryota:Viridiplantae (7.37%)",SNORD29,Small nucleolar RNA SNORD29,Gene; snRNA; snoRNA; CD-box;
RF00073,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR156,mir-156 microRNA precursor family,Gene; miRNA;
RF00075,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.96%), Eukaryota:Metazoa (0.04%)",MIR166,mir-166 microRNA precursor family,Gene; miRNA;
RF00093,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (75.00%), Eukaryota:Fungi (18.75%), Eukaryota:Viridiplantae (6.25%)","Eukaryota (100.00%), Eukaryota:Metazoa (83.33%), Eukaryota:Viridiplantae (14.34%), Eukaryota:Fungi (1.79%), Eukaryota:Amoebozoa (0.19%), Eukaryota:Alveolata (0.11%), Eukaryota:Stramenopiles (0.08%)",SNORD18,Small nucleolar RNA SNORD18,Gene; snRNA; snoRNA; CD-box;
RF00097,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR71,Plant small nucleolar RNA R71,Gene; snRNA; snoRNA; CD-box;
RF00132,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.70%), Eukaryota:Metazoa (0.30%)",snoR24,Small nucleolar RNA R24,Gene; snRNA; snoRNA; CD-box;
RF00133,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (72.22%), Eukaryota:Viridiplantae (27.78%)","Eukaryota (100.00%), Eukaryota:Metazoa (54.93%), Eukaryota:Viridiplantae (43.47%), Eukaryota:Fungi (0.96%), Eukaryota:Alveolata (0.59%), Eukaryota:Stramenopiles (0.05%)",SNORD33,Small nucleolar RNA Z195/SNORD33/SNORD32 family,Gene; snRNA; snoRNA; CD-box;
RF00134,Eukaryota/Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (72.73%), Eukaryota:Fungi (27.27%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.04%), Eukaryota:Fungi (0.96%)",snoZ196,Small nucleolar RNA Z196/R39/R59 family,Gene; snRNA; snoRNA; CD-box;
RF00135,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ223,Small nucleolar RNA Z223,Gene; snRNA; snoRNA; CD-box;
RF00142,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ118,Small nucleolar RNA Z118/Z121/Z120,Gene; snRNA; snoRNA; CD-box;
RF00145,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.84%), Eukaryota:Metazoa (0.16%)",snoZ105,Small nucleolar RNA Z105,Gene; snRNA; snoRNA; CD-box;
RF00147,Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (50.00%), Eukaryota:Metazoa (50.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (64.90%), Eukaryota:Metazoa (35.10%)",SNORD34,Small nucleolar RNA SNORD34,Gene; snRNA; snoRNA; CD-box;
RF00149,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ103,Small nucleolar RNA Z103,Gene; snRNA; snoRNA; CD-box;
RF00159,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (96.92%), Eukaryota:Metazoa (3.08%)",snoZ168,Small nucleolar RNA Z168/Z174,Gene; snRNA; snoRNA; CD-box;
RF00160,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.14%), Eukaryota:Metazoa (1.43%), Eukaryota:Alveolata (0.43%)",snoZ159,Small nucleolar RNA Z159/U59,Gene; snRNA; snoRNA; CD-box;
RF00200,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ199,Small nucleolar RNA Z199,Gene; snRNA; snoRNA; CD-box;
RF00201,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.20%), Eukaryota:Metazoa (0.62%), Eukaryota:Alveolata (0.18%)",snoZ278,Small nucleolar RNA Z278,Gene; snRNA; snoRNA; CD-box;
RF00202,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR66,Small nucleolar RNA R66,Gene; snRNA; snoRNA; CD-box;
RF00203,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.62%), Eukaryota:Metazoa (0.38%)",snoR160,Small nucleolar RNA R160,Gene; snRNA; snoRNA; CD-box;
RF00204,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.70%), Eukaryota:Metazoa (0.30%)",snoR12,Small nucleolar RNA R12,Gene; snRNA; snoRNA; CD-box;
RF00205,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR41,Small nucleolar RNA R41,Gene; snRNA; snoRNA; CD-box;
RF00206,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.84%)",U54,Small nucleolar RNA U54,Gene; snRNA; snoRNA; CD-box;
RF00208,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR72,Small nucleolar RNA R72,Gene; snRNA; snoRNA; CD-box;
RF00213,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (57.89%), Eukaryota:Fungi (21.05%), Eukaryota:Viridiplantae (21.05%)","Eukaryota (100.00%), Eukaryota:Metazoa (44.65%), Eukaryota:Viridiplantae (34.64%), Eukaryota:Fungi (20.58%), Eukaryota:Alveolata (0.04%)",snoR38,Small nucleolar RNA R38,Gene; snRNA; snoRNA; CD-box;
RF00227,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (88.89%), Eukaryota:Fungi (5.56%), Eukaryota:Viridiplantae (5.56%)",FIE3,FIE3 (ftz instability element 3') element,Cis-reg;
RF00247,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.60%), Eukaryota:Metazoa (2.20%), Eukaryota:Fungi (0.20%)",MIR160,mir-160 microRNA precursor family,Gene; miRNA;
RF00265,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (90.47%), Eukaryota:Viridiplantae (9.53%)",SNORA69,Small nucleolar RNA SNORA69,Gene; snRNA; snoRNA; HACA-box;
RF00267,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.73%), Eukaryota:Fungi (0.13%), Eukaryota:Metazoa (0.13%)",snoR64,Small nucleolar RNA R64/Z200 family,Gene; snRNA; snoRNA; CD-box;
RF00268,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ7,Small nucleolar RNA snoZ7/snoR77,Gene; snRNA; snoRNA; CD-box;
RF00296,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR16,Small nucleolar RNA R16,Gene; snRNA; snoRNA; CD-box;
RF00300,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.66%), Eukaryota:Metazoa (0.34%)",snoZ221_snoR21b,Small nucleolar RNA Z221/R21b,Gene; snRNA; snoRNA; CD-box;
RF00301,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ256,Small nucleolar RNA Z256,Gene; snRNA; snoRNA; CD-box;
RF00303,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.79%), Eukaryota:Stramenopiles (0.21%)",snoR86,Small nucleolar RNA snoR86,Gene; snRNA; snoRNA; HACA-box;
RF00304,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.89%), Eukaryota:Metazoa (0.11%)",snoZ279_R105_R108,Small nucleolar RNA Z279/snoR105/snoR108,Gene; snRNA; snoRNA; CD-box;
RF00305,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ248,Small nucleolar RNA Z248,Gene; snRNA; snoRNA; CD-box;
RF00306,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ178,Small nucleolar RNA Z178,Gene; snRNA; snoRNA; CD-box;
RF00307,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR98,Small nucleolar RNA snoR98,Gene; snRNA; snoRNA; HACA-box;
RF00309,Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (39.13%), Eukaryota:Viridiplantae (39.13%), Eukaryota:Metazoa (21.74%)","Eukaryota (100.00%), Eukaryota:Metazoa (48.11%), Eukaryota:Viridiplantae (22.29%), Eukaryota:Fungi (22.18%), Eukaryota:Alveolata (5.51%), Eukaryota:Stramenopiles (0.56%)",snosnR60_Z15,Small nucleolar RNA snR60/Z15/Z230/Z193/J17,Gene; snRNA; snoRNA; CD-box;
RF00310,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ165,Small nucleolar RNA Z165,Gene; snRNA; snoRNA; CD-box;
RF00311,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ188,Small nucleolar RNA Z188,Gene; snRNA; snoRNA; CD-box;
RF00312,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ206,Small nucleolar RNA Z206,Gene; snRNA; snoRNA; CD-box;
RF00313,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ173,Small nucleolar RNA Z173,Gene; snRNA; snoRNA; CD-box;
RF00314,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ182,Small nucleolar RNA Z182,Gene; snRNA; snoRNA; CD-box;
RF00315,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoJ33,Small nucleolar RNA J33,Gene; snRNA; snoRNA; CD-box;
RF00316,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR43,Small nucleolar RNA R43,Gene; snRNA; snoRNA; CD-box;
RF00317,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ163,Small nucleolar RNA Z163/Z177 family,Gene; snRNA; snoRNA; CD-box;
RF00318,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (92.86%), Eukaryota:Metazoa (7.14%)",snoZ175,Small nucleolar RNA Z175,Gene; snRNA; snoRNA; CD-box;
RF00320,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ185,Small nucleolar RNA Z185,Gene; snRNA; snoRNA; CD-box;
RF00321,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ247,Small nucleolar RNA Z247,Gene; snRNA; snoRNA; CD-box;
RF00323,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR79,Small nucleolar RNA R79,Gene; snRNA; snoRNA; CD-box;
RF00326,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.77%), Eukaryota:Metazoa (0.23%)",snoZ155,Small nucleolar RNA Z155,Gene; snRNA; snoRNA; CD-box;
RF00327,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ194,Small nucleolar RNA Z194,Gene; snRNA; snoRNA; CD-box;
RF00328,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ161_228,Small nucleolar RNA Z161/Z228,Gene; snRNA; snoRNA; CD-box;
RF00329,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ162,Small nucleolar RNA Z162,Gene; snRNA; snoRNA; CD-box;
RF00330,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ43,Small nucleolar RNA Z43,Gene; snRNA; snoRNA; CD-box;
RF00331,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ169,Small nucleolar RNA Z169,Gene; snRNA; snoRNA; CD-box;
